类别,省,市,县,公司简称,行政区划,公司全名,行业,员工人数,总市值(亿),股票代码,注册地,办公地,官网,成立日期,上市日期
沪A股,湖南省,衡阳市,衡东县,美湖股份,430424,湖南美湖智造股份有限公司,汽车零部件,2929,81.38,603319,湖南省衡阳市衡东县城关镇衡岳北路69号,湖南省衡阳市衡东县城关镇衡岳北路69号,www.hnjyb.com,7/3/1994,11/30/2016
沪A股,浙江省,绍兴市,嵊州市,迪贝电气,330683,浙江迪贝电气股份有限公司,电机,793,24.09,603320,浙江省绍兴市嵊州市三江街道迪贝路66号,浙江省绍兴市嵊州市三江街道云霞路1号,www.dibei.com,12/26/1993,5/2/2017
沪A股,浙江省,绍兴市,柯桥区,梅轮电梯,330603,浙江梅轮电梯股份有限公司,专用设备,644,22.84,603321,浙江省绍兴市柯桥区齐贤街道齐陶路888号,浙江省绍兴市柯桥区齐贤街道齐陶路888号,www.zjml.cc,5/22/2000,9/15/2017
沪A股,广东省,广州市,天河区,超讯通信,440106,超讯通信股份有限公司,通信服务,785,59.11,603322,广东省广州市天河区高普路1025号4楼401室,广东省广州市黄埔区科学大道48号绿地中央广场E栋28楼,www.sts.cn,8/27/1998,7/28/2016
沪A股,江苏省,苏州市,吴江区,苏农银行,320509,江苏苏州农村商业银行股份有限公司,银行,1870,95.05,603323,江苏省苏州市吴江区中山南路1777号,江苏省苏州市吴江区中山南路1777号,www.szrcb.com,8/24/2004,11/29/2016
沪A股,上海市,市辖区,嘉定区,盛剑科技,310114,上海盛剑科技股份有限公司,环保设备,1316,34.44,603324,上海市嘉定区汇发路301号,上海市嘉定区汇发路301号盛剑大厦,www.sheng-jian.com,6/14/2012,4/7/2021
沪A股,上海市,市辖区,青浦区,博隆技术,310118,上海博隆装备技术股份有限公司,专用设备,384,64.25,603325,上海市青浦区华新镇新协路1356号,上海市青浦区华新镇新协路1356号,www.bloom-powder.com,11/18/2001,1/10/2024
沪A股,江苏省,南京市,江宁区,我乐家居,320115,南京我乐家居股份有限公司,家居用品,2239,27.57,603326,江苏省南京市江宁区江宁经济技术开发区清水亭西路218号,江苏省南京市江宁区江宁经济技术开发区清水亭西路218号,www.olo-home.com,6/18/2006,6/16/2017
沪A股,四川省,成都市,崇州市,福蓉科技,510184,四川福蓉科技股份公司,消费电子,828,84.64,603327,四川省成都市崇州市崇双大道二段518号,四川省成都市崇州市崇双大道二段518号,www.scfrkj.cn,4/25/2011,5/23/2019
沪A股,广东省,中山市, ,依顿电子,442000,广东依顿电子科技股份有限公司,元件,4653,84.07,603328,广东省中山市三角镇高平化工区88号,广东省中山市三角镇高平化工区,www.ellingtonpcb.com,3/1/2000,7/1/2014
沪A股,上海市,市辖区,浦东新区,上海雅仕,310115,上海雅仕投资发展股份有限公司,物流,543,26.89,603329,上海市浦东新区中国(上海)自由贸易试验区浦东南路855号33H室,上海市浦东新区中国(上海)自由贸易试验区浦东南路855号36H室,www.aceonline.cn,5/21/2003,12/29/2017
沪A股,上海市,市辖区,嘉定区,天洋新材,310114,天洋新材(上海)科技股份有限公司,塑料制品,930,28.21,603330,上海市嘉定区南翔镇惠平路505号,上海市嘉定区南翔镇惠平路505号,www.hotmelt.com.cn,1/10/2002,2/13/2017
沪A股,浙江省,台州市,椒江区,百达精工,331002,浙江百达精工股份有限公司,通用设备,2594,17.67,603331,浙江省台州市椒江区台州湾新区海城路2399号,浙江省台州市椒江区台州湾新区海城路2399号,www.baidapm.com,8/6/2000,7/5/2017
沪A股,江苏省,苏州市,张家港市,苏州龙杰,320582,苏州龙杰特种纤维股份有限公司,化学纤维,948,20.14,603332,江苏省苏州市张家港市省级经济开发区(振兴路19号),江苏省苏州市张家港市省级经济开发区(振兴路19号),www.jslongjie.com,6/10/2003,1/17/2019
沪A股,四川省,乐山市,市中区,尚纬股份,511102,尚纬股份有限公司,电网设备,1156,34.81,603333,四川省乐山市市中区高新区迎宾大道18号,四川省乐山市市中区高新区迎宾大道18号,www.sunwayint.com,7/6/2003,5/7/2012
沪A股,广东省,江门市,台山市,迪生力,440781,广东迪生力汽配股份有限公司,汽车零部件,755,19.22,603335,广东省江门市台山市大江镇福安西路2号之四1栋行政楼,广东省江门市台山市大江镇福安西路2号之四1栋行政楼,www.dcenti.cn,10/25/2001,6/20/2017
沪A股,广东省,汕头市,龙湖区,宏辉果蔬,440507,宏辉果蔬股份有限公司,农产品加工,753,28.75,603336,广东省汕头市龙湖区玉津中路13号,广东省汕头市龙湖区玉津中路13号,www.greatsunfoods.com,12/9/1992,11/24/2016
沪A股,浙江省,台州市,椒江区,杰克股份,331002,杰克科技股份有限公司,专用设备,7163,151.12,603337,浙江省台州市椒江区三甲东海大道东段1008号,浙江省台州市椒江区三甲东海大道东段1008号,www.chinajack.com,8/26/2003,1/19/2017
沪A股,浙江省,湖州市,德清县,浙江鼎力,330521,浙江鼎力机械股份有限公司,工程机械,2531,212.46,603338,浙江省湖州市德清县雷甸镇白云南路1255号,浙江省湖州市德清县雷甸镇启航路188号,www.cndingli.com,5/15/2005,3/25/2015
沪A股,江苏省,南通市,通州区,四方科技,320612,四方科技集团股份有限公司,通用设备,1524,34.04,603339,江苏省南通市通州区兴仁镇江海大道1180号,江苏省南通市通州区兴仁镇江海大道1180号,www.sqteg.com,5/18/1990,5/19/2016
沪A股,上海市,市辖区,徐汇区,龙旗科技,310104,上海龙旗科技股份有限公司,消费电子,11506,181.85,603341,上海市徐汇区漕宝路401号1号楼一层,上海市徐汇区漕宝路401号1号楼,www.longcheer.com,10/26/2004,3/1/2024
沪A股,江苏省,苏州市,吴中区,星德胜,320506,星德胜科技(苏州)股份有限公司,电机,5066,45.93,603344,江苏省苏州市吴中区苏州工业园区唯亭街道临埠街15号,江苏省苏州市吴中区苏州工业园区唯亭街道临埠街15号,www.cds.cn,11/17/2004,3/20/2024
沪A股,福建省,厦门市,海沧区,安井食品,350205,安井食品集团股份有限公司,食品加工制造,17933,228.12,603345,福建省厦门市海沧区新阳路2508号,福建省厦门市海沧区新阳路2508号,www.anjoyfood.com,12/23/2001,2/22/2017
沪A股,广东省,佛山市,南海区,文灿股份,440605,文灿集团股份有限公司,汽车零部件,5963,66.64,603348,广东省佛山市南海区里水镇和顺大道125号,广东省佛山市南海区里水镇和顺大道125号,www.wencan.com,9/3/1998,4/26/2018
沪A股,上海市,市辖区,闵行区,安乃达,310112,安乃达驱动技术(上海)股份有限公司,电机,930,38.02,603350,上海市闵行区光中路133弄19号A座1-2层,上海市闵行区光中路133弄19号A座1-2层,www.ananda-drive.com,9/5/2011,7/3/2024
沪A股,江苏省,南京市,六合区,威尔药业,320116,南京威尔药业集团股份有限公司,化学制药,711,38.52,603351,江苏省南京市六合区南京化学工业园区长丰河西路99号,江苏省南京市玄武区苏宁大道64号徐庄软件园研发五区5号楼,www.wellnj.com,2/17/2000,1/30/2019
沪A股,湖南省,长沙市,望城区,和顺石油,430112,湖南和顺石油股份有限公司,石油加工贸易,843,25.66,603353,湖南省长沙市望城区月亮岛街道潇湘北路二段8号,湖南省长沙市雨花区万家丽中路二段58号和顺大厦,www.hnhsjt.com,7/17/2005,4/7/2020
沪A股,江苏省,苏州市,虎丘区,莱克电气,320505,莱克电气股份有限公司,小家电,9558,130.59,603355,江苏省苏州市虎丘区高新区向阳路1号,江苏省苏州市虎丘区高新区向阳路2号,www.lexy.cn,12/25/2001,5/13/2015
沪A股,安徽省,宣城市,郎溪县,华菱精工,341821,宣城市华菱精工科技股份有限公司,专用设备,1249,15.87,603356,安徽省宣城市郎溪县梅渚镇郎梅路,安徽省宣城市郎溪县梅渚镇郎梅路,www.xchualing.com,9/6/2005,1/24/2018
沪A股,安徽省,合肥市,蜀山区,设计总院,340104,安徽省交通规划设计研究总院股份有限公司,建筑装饰,2253,52.71,603357,安徽省合肥市蜀山区高新区彩虹路1008号,安徽省合肥市蜀山区高新区彩虹路1008号,www.atcdi.com.cn,3/10/1994,8/1/2017
沪A股,江苏省,泰州市,靖江市,华达科技,321282,华达汽车科技股份有限公司,汽车零部件,4481,155,603358,江苏省泰州市靖江市江平路68号,江苏省泰州市靖江市江平路68号,www.hdqckj.com,11/24/2002,1/25/2017
沪A股,江苏省,无锡市,锡山区,东珠生态,320205,东珠生态环保股份有限公司,环境治理,300,25.74,603359,江苏省无锡市锡山区东亭街道锡沪中路90号,江苏省无锡市锡山区东亭街道锡沪中路90号,www.dongzhushengtai.com,7/4/2001,9/1/2017
沪A股,辽宁省,大连市,金州区,百傲化学,210213,大连百傲化学股份有限公司,农化制品,701,138.97,603360,辽宁省大连市金州区普湾新区松木岛化工园区沐百路18号,辽宁省大连市中山区港东街12号一方金融广场A座11楼,www.biofc.com,9/21/2003,2/6/2017
沪A股,福建省,漳州市,芗城区,*ST傲农,350602,福建傲农生物科技集团股份有限公司,农产品加工,8759,97.35,603363,福建省漳州市芗城区金峰经济开发区兴亭路与宝莲路交叉处,福建省漳州市芗城区金峰经济开发区兴亭路与宝莲路交叉处,www.aonong.com.cn,4/25/2011,9/26/2017
沪A股,上海市,市辖区,奉贤区,水星家纺,310120,上海水星家用纺织品股份有限公司,服装家纺,3509,40.03,603365,上海市奉贤区沪杭公路1487号,上海市奉贤区沪杭公路1487号,www.shuixing.com,12/6/2000,11/20/2017
沪A股,江苏省,连云港市,海州区,日出东方,320706,日出东方控股股份有限公司,厨卫电器,4613,78.54,603366,江苏省连云港市海州区海宁工贸园,江苏省连云港市海州区海宁工贸园瀛洲南路199号,www.solareast.com,3/31/1997,5/21/2012
沪A股,山东省,济宁市,任城区,辰欣药业,370811,辰欣药业股份有限公司,化学制药,3302,61.48,603367,山东省济宁市任城区高新区同济科技工业园,山东省济宁市任城区高新区同济路16号,www.cisen-pharma.com,11/5/1998,9/29/2017
沪A股,广西壮族自治区,柳州市,鱼峰区,柳药集团,450203,广西柳药集团股份有限公司,医药商业,5513,67.37,603368,广西壮族自治区柳州市鱼峰区官塘大道68号,广西壮族自治区柳州市鱼峰区官塘大道68号,www.lzyy.cn,12/22/1981,12/4/2014
沪A股,江苏省,淮安市,涟水县,今世缘,320826,江苏今世缘酒业股份有限公司,白酒,4704,611.68,603369,江苏省淮安市涟水县高沟镇今世缘大道1号,江苏省淮安市涟水县高沟镇今世缘大道1号,www.jinshiyuan.com.cn,12/22/1997,7/3/2014
沪A股,浙江省,杭州市,西湖区,安邦护卫,330106,安邦护卫集团股份有限公司,其他社会服务,16565,32.11,603373,浙江省杭州市西湖区转塘街道枫桦路6号之江财富中心E8楼,浙江省杭州市西湖区转塘街道枫桦路6号之江财富中心E8楼,www.zjabhw.com,2/27/2006,12/20/2023
沪A股,江苏省,无锡市,新吴区,盛景微,320214,无锡盛景微电子股份有限公司,半导体,318,33.03,603375,江苏省无锡市新吴区景贤路6号中国物联网国际创新园H7,江苏省无锡市新吴区景贤路6号中国物联网国际创新园H7,www.holyview.com,4/7/2016,1/24/2024
沪A股,北京市,市辖区,大兴区,ST东时,110115,东方时尚驾驶学校股份有限公司,教育,2585,23.09,603377,北京市大兴区金星西路19号,北京市大兴区金星西路19号,www.dfss.com.cn,8/11/2005,2/5/2016
沪A股,上海市,市辖区,青浦区,亚士创能,310118,亚士创能科技(上海)股份有限公司,建筑材料,2843,28.03,603378,上海市青浦区青浦工业园区新涛路28号综合楼三层、四层,上海市青浦区青浦工业园区新涛路28号,www.cuanon.com,2/12/2009,9/28/2017
沪A股,浙江省,金华市,武义县,三美股份,330723,浙江三美化工股份有限公司,化学制品,1940,254.94,603379,浙江省金华市武义县青年路218号,浙江省金华市武义县青年路218号,www.sanmeichem.com,5/10/2001,4/2/2019
沪A股,江苏省,苏州市,相城区,易德龙,320507,苏州易德龙科技股份有限公司,消费电子,1938,34.37,603380,江苏省苏州市相城区相城经济开发区春兴路50号,江苏省苏州市相城区相城经济开发区春兴路50号,www.etron-global.com,5/30/2001,6/22/2017
沪A股,江苏省,常州市,金坛区,永臻股份,320413,永臻科技股份有限公司,光伏设备,2187,49.47,603381,江苏省常州市金坛区月湖北路99号,江苏省常州市金坛区月湖北路99号,www.yonz.com,8/2/2016,6/26/2024
沪A股,福建省,福州市,鼓楼区,顶点软件,350102,福建顶点软件股份有限公司,软件开发,1816,80.68,603383,福建省福州市鼓楼区铜盘路软件大道89号软件园A区13号楼,福建省福州市鼓楼区铜盘路软件大道89号软件园G区8-9号楼顶点软件金融科技中心,www.apexsoft.com.cn,10/24/2000,5/22/2017
沪A股,河北省,唐山市,丰南区,惠达卫浴,130207,惠达卫浴股份有限公司,家居用品,8202,23.98,603385,河北省唐山市丰南区黄各庄镇惠达路7号,河北省唐山市丰南区黄各庄镇惠达路7号,www.huidagroup.com,12/10/1997,4/5/2017
沪A股,广东省,惠州市,惠城区,骏亚科技,441302,广东骏亚电子科技股份有限公司,元件,4501,31.33,603386,广东省惠州市惠城区(三栋)数码工业园25号区,广东省惠州市惠城区(三栋)数码工业园25号区,www.championasia.hk,11/21/2005,9/12/2017
沪A股,江苏省,南京市,六合区,基蛋生物,320116,基蛋生物科技股份有限公司,医疗器械,2137,40.52,603387,江苏省南京市六合区沿江工业开发区博富路9号,江苏省南京市六合区沿江工业开发区博富路9号,www.getein.com.cn,3/7/2002,7/17/2017
沪A股,浙江省,杭州市,上城区,ST元成,330102,元成环境股份有限公司,建筑装饰,311,11.21,603388,浙江省杭州市上城区庆春东路2-6号1501室,浙江省杭州市上城区庆春东路2-6号杭州金投金融大厦15楼,www.ycgf.cn,12/22/1999,3/24/2017
沪A股,江苏省,南通市,如东县,亚振家居,320623,亚振家居股份有限公司,家居用品,921,18.23,603389,江苏省南通市如东县曹埠镇亚振桥,江苏省南通市如东县曹埠镇亚振桥,www.az.com.cn,8/14/2000,12/15/2016
沪A股,广东省,广州市,白云区,通达电气,440111,广州通达汽车电气股份有限公司,汽车零部件,837,34.01,603390,广东省广州市白云区云正大道1112号,广东省广州市白云区云正大道1112号,www.tongda.cc,1/10/1994,11/25/2019
沪A股,浙江省,湖州市,吴兴区,力聚热能,330502,浙江力聚热能装备股份有限公司,专用设备,832,36.79,603391,浙江省湖州市吴兴区埭溪镇上强工业园区茅坞路9号,浙江省湖州市吴兴区埭溪镇上强工业园区茅坞路9号,www.chinaliju.com.cn,6/26/2006,7/31/2024
沪A股,北京市,市辖区,昌平区,万泰生物,110114,北京万泰生物药业股份有限公司,医疗器械,3790,825.24,603392,北京市昌平区科学园路31号,北京市昌平区科学园路31号,www.ystwt.com,4/23/1991,4/29/2020
沪A股,新疆维吾尔自治区,乌鲁木齐市,新市区,新天然气,650104,新疆鑫泰天然气股份有限公司,油气开采及服务,1575,118.7,603393,新疆维吾尔自治区乌鲁木齐市新市区高新技术产业开发区(新市区)阿勒泰路蜘蛛山巷179号楼兰新城25栋1层商铺2,新疆维吾尔自治区乌鲁木齐市米东区米东北路61号,www.xjxtrq.com,6/12/2002,9/12/2016
沪A股,安徽省,合肥市,肥东县,红四方,340122,中盐安徽红四方肥业股份有限公司,农化制品,1193,89.96,603395,安徽省合肥市肥东县循环经济示范园宏图大道北侧,安徽省合肥市肥东县循环经济示范园宏图大道北侧,hongsifangfeiye.chinasalt.com.cn,3/25/2012,11/26/2024
